House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Address,Is Retired,Is Unemployed,Is Student,Major Religions
31,Wharf Place,Brett,Tucker,16,Son,Ineligible,M,Student,None,,"31, Wharf Place",0,0,1,Ineligible
31,Wharf Place,Charles,Richards-Tucker,14,Son,Ineligible,M,Student,None,,"31, Wharf Place",0,0,1,Ineligible
31,Wharf Place,Trevor,Richards-Tucker,10,Son,Ineligible,M,Student,None,,"31, Wharf Place",0,0,1,Ineligible
31,Wharf Place,Maurice,Richards-Tucker,7,Son,Ineligible,M,Student,None,,"31, Wharf Place",0,0,1,Ineligible
32,Wharf Place,Diana,Evans,76,Head,Widowed,F,Retired Brewing technologist,None,None,"32, Wharf Place",1,0,0,Unknown
32,Wharf Place,Jennifer,Gibson,0,Granddaughter,Ineligible,F,Child,None,,"32, Wharf Place",0,0,0,Ineligible
33,Wharf Place,Donna,Ward,36,Head,Married,F,"Engineer, land",None,Christian,"33, Wharf Place",0,0,0,Christian
33,Wharf Place,Nathan,Ward,38,Husband,Married,M,"Administrator, Civil Service",None,None,"33, Wharf Place",0,0,0,Unknown
33,Wharf Place,Joanna,Ward,9,Daughter,Ineligible,F,Student,None,,"33, Wharf Place",0,0,1,Ineligible
33,Wharf Place,Joanna,Ward,5,Daughter,Ineligible,F,Student,None,,"33, Wharf Place",0,0,1,Ineligible
33,Wharf Place,Ruth,Ward,3,Daughter,Ineligible,F,Child,None,,"33, Wharf Place",0,0,0,Ineligible
34,Wharf Place,Steven,Ward,21,Head,Single,M,University Student,None,Christian,"34, Wharf Place",0,0,1,Christian
35,Wharf Place,Iain,Carter,62,Head,Married,M,Clinical research associate,None,Christian,"35, Wharf Place",0,0,0,Christian
35,Wharf Place,Ellie,Carter,57,Wife,Married,F,Animal nutritionist,None,Christian,"35, Wharf Place",0,0,0,Christian
36,Wharf Place,Georgia,Phillips,80,Head,Widowed,F,Retired Statistician,None,Christian,"36, Wharf Place",1,0,0,Christian
37,Wharf Place,Michelle,Jackson,18,Head,Single,F,Student,None,,"37, Wharf Place",0,0,1,Unknown
38,Wharf Place,Lynn,Morgan,41,Head,Single,F,Electrical engineer,None,Jedi,"38, Wharf Place",0,0,0,Unknown
39,Wharf Place,Ann,Bishop,66,Head,Married,F,Tax adviser,None,None,"39, Wharf Place",0,0,0,Unknown
39,Wharf Place,Dominic,Bishop,64,Husband,Married,M,"Surveyor, commercial/residential",None,None,"39, Wharf Place",0,0,0,Unknown
40,Wharf Place,Olivia,Powell,89,Head,Married,F,Retired Financial manager,None,None,"40, Wharf Place",1,0,0,Unknown
40,Wharf Place,Leigh,Powell,91,Husband,Married,M,Retired Media planner,None,None,"40, Wharf Place",1,0,0,Unknown
41,Wharf Place,Molly,Elliott,26,Head,Single,F,Stage manager,None,None,"41, Wharf Place",0,0,0,Unknown
41,Wharf Place,Donald,Elliott,2,Son,Ineligible,M,Child,None,,"41, Wharf Place",0,0,0,Ineligible
42,Wharf Place,Claire,Stevens,35,Head,Married,F,Housing manager/officer,None,Methodist,"42, Wharf Place",0,0,0,Christian
42,Wharf Place,Brett,Stevens,39,Husband,Married,M,"Engineer, control and instrumentation",None,Methodist,"42, Wharf Place",0,0,0,Christian
43,Wharf Place,Victoria,Parry,29,Head,Married,F,"Surveyor, quantity",None,None,"43, Wharf Place",0,0,0,Unknown
43,Wharf Place,Victor,Parry,38,Husband,Married,M,Hospital pharmacist,None,None,"43, Wharf Place",0,0,0,Unknown
44,Wharf Place,Brett,Patterson,49,Head,Married,M,"Engineer, technical sales",None,Catholic,"44, Wharf Place",0,0,0,Christian
44,Wharf Place,Christine,Patterson,46,Wife,Married,F,Armed forces training and education officer,None,None,"44, Wharf Place",0,0,0,Unknown
45,Wharf Place,Katie,Pearson,71,Head,Divorced,F,"Retired Engineer, communications",None,Christian,"45, Wharf Place",1,0,0,Christian
45,Wharf Place,Gemma,Pearson,29,Daughter,Divorced,F,Unemployed,None,None,"45, Wharf Place",0,1,0,Unknown
45,Wharf Place,Shannon,Pearson,29,Daughter,Divorced,F,Risk manager,None,Christian,"45, Wharf Place",0,0,0,Christian
45,Wharf Place,Kyle,Pearson,26,Son,Single,M,Contractor,None,None,"45, Wharf Place",0,0,0,Unknown
46,Wharf Place,Christine,Ward,57,Head,Single,F,Multimedia programmer,None,Christian,"46, Wharf Place",0,0,0,Christian
1,Blue Spring,Beth,Williams,41,Head,Married,F,Forensic psychologist,None,Catholic,"1, Blue Spring",0,0,0,Christian
1,Blue Spring,Neil,Williams,41,Husband,Married,M,Multimedia specialist,None,Catholic,"1, Blue Spring",0,0,0,Christian
1,Blue Spring,Adrian,Williams,17,Son,Ineligible,M,Student,None,,"1, Blue Spring",0,0,1,Ineligible
1,Blue Spring,Karl,Williams,15,Son,Ineligible,M,Student,None,,"1, Blue Spring",0,0,1,Ineligible
1,Blue Spring,Gemma,Williams,14,Daughter,Ineligible,F,Student,None,,"1, Blue Spring",0,0,1,Ineligible
2,Blue Spring,Rachel,Newman,33,Head,Single,F,Unemployed,None,None,"2, Blue Spring",0,1,0,Unknown
2,Blue Spring,Aaron,Evans,44,Sibling,Single,M,Passenger transport manager,None,Catholic,"2, Blue Spring",0,0,0,Christian
2,Blue Spring,Scott,Wilson,60,Visitor,Divorced,M,"Engineer, energy",None,Christian,"2, Blue Spring",0,0,0,Christian
2,Blue Spring,Irene,Stephenson,21,Lodger,Single,F,University Student,None,None,"2, Blue Spring",0,0,1,Unknown
2,Blue Spring,Barbara,Bond,23,Lodger,Single,F,Unemployed,None,Catholic,"2, Blue Spring",0,1,0,Christian
2,Blue Spring,Hannah,Morgan,50,Visitor,Widowed,F,Town planner,None,None,"2, Blue Spring",0,0,0,Unknown
2,Blue Spring,Ruth,Poole,25,Lodger,Single,F,Naval architect,None,None,"2, Blue Spring",0,0,0,Unknown
2,Blue Spring,Vanessa,Khan,46,Sibling,Single,F,Historic buildings inspector/conservation officer,None,None,"2, Blue Spring",0,0,0,Unknown
2,Blue Spring,Brett,Williams,34,Sibling,Single,M,"Engineer, electronics",None,None,"2, Blue Spring",0,0,0,Unknown
2,Blue Spring,Hannah,Dennis,35,Lodger,Single,F,Unemployed,None,Methodist,"2, Blue Spring",0,1,0,Christian
2,Blue Spring,Scott,Francis,51,Lodger,Divorced,M,Theatre stage manager,None,Catholic,"2, Blue Spring",0,0,0,Christian
3,Blue Spring,Margaret,Kelly,48,Head,Married,F,Unemployed,None,None,"3, Blue Spring",0,1,0,Unknown
3,Blue Spring,Jason,Kelly,48,Husband,Married,M,Occupational therapist,None,None,"3, Blue Spring",0,0,0,Unknown
3,Blue Spring,Gail,Kelly,24,Daughter,Single,F,Scientific laboratory technician,None,None,"3, Blue Spring",0,0,0,Unknown
3,Blue Spring,Aimee,Kelly,22,Daughter,Single,F,"Nurse, adult",None,None,"3, Blue Spring",0,0,0,Unknown
3,Blue Spring,Carole,Kelly,19,Daughter,Divorced,F,University Student,None,None,"3, Blue Spring",0,0,1,Unknown
3,Blue Spring,Sarah,Kelly,15,Daughter,Ineligible,F,Student,None,,"3, Blue Spring",0,0,1,Ineligible
3,Blue Spring,Mohamed,Kelly,13,Son,Ineligible,M,Student,None,,"3, Blue Spring",0,0,1,Ineligible
3,Blue Spring,Sara,Kelly,7,Daughter,Ineligible,F,Student,None,,"3, Blue Spring",0,0,1,Ineligible
3,Blue Spring,Ian,Kelly,2,Son,Ineligible,M,Child,None,,"3, Blue Spring",0,0,0,Ineligible
3,Blue Spring,Hilary,Shah,59,Visitor,Single,F,Aeronautical engineer,None,Catholic,"3, Blue Spring",0,0,0,Christian
4,Blue Spring,Diane,Webster,30,Head,Single,F,Recycling officer,None,Christian,"4, Blue Spring",0,0,0,Christian
4,Blue Spring,Dean,Johnson,37,Partner,Single,M,Recycling officer,None,Christian,"4, Blue Spring",0,0,0,Christian
4,Blue Spring,Sam,Webster,7,Son,Ineligible,M,Student,None,,"4, Blue Spring",0,0,1,Ineligible
4,Blue Spring,Lynn,Webster,7,Daughter,Ineligible,F,Student,None,,"4, Blue Spring",0,0,1,Ineligible
5,Blue Spring,Rhys,Stevens,22,Head,Single,M,University Student,Mental Disability,Christian,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,Stewart,Evans,20,None,Single,M,University Student,None,Sikh,"5, Blue Spring",0,0,1,Sikh
5,Blue Spring,Ian,Burton,20,None,Single,M,University Student,None,None,"5, Blue Spring",0,0,1,Unknown
5,Blue Spring,George,Hunt,22,None,Single,M,University Student,None,Christian,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,Aimee,Little,31,None,Single,F,PhD Student,None,None,"5, Blue Spring",0,0,1,Unknown
5,Blue Spring,Stuart,Willis,22,None,Single,M,University Student,None,None,"5, Blue Spring",0,0,1,Unknown
5,Blue Spring,Arthur,Phillips,29,None,Single,M,PhD Student,None,Catholic,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,Susan,Burns,26,None,Single,F,PhD Student,None,Christian,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,Teresa,Palmer,22,None,Single,F,University Student,None,Christian,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,Harriet,Moore,22,None,Single,F,University Student,None,Christian,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,Marian,Taylor,22,None,Single,F,University Student,None,None,"5, Blue Spring",0,0,1,Unknown
5,Blue Spring,Aimee,Taylor,20,None,Single,F,University Student,None,None,"5, Blue Spring",0,0,1,Unknown
5,Blue Spring,Bruce,Taylor,21,None,Single,M,University Student,None,Christian,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,Wayne,Taylor,19,None,Single,M,University Student,None,Catholic,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,Elliott,Phillips,21,None,Single,M,University Student,None,None,"5, Blue Spring",0,0,1,Unknown
5,Blue Spring,Bradley,Payne,18,None,Single,M,University Student,None,Christian,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,Lindsey,Reynolds,22,None,Single,F,University Student,None,None,"5, Blue Spring",0,0,1,Unknown
5,Blue Spring,Natasha,White,19,None,Single,F,University Student,None,Methodist,"5, Blue Spring",0,0,1,Christian
5,Blue Spring,David,White,18,None,Single,M,University Student,None,None,"5, Blue Spring",0,0,1,Unknown
5,Blue Spring,Dennis,Fuller,22,None,Single,M,University Student,None,None,"5, Blue Spring",0,0,1,Unknown
6,Blue Spring,Mathew,Wood,57,Head,Single,M,Brewing technologist,None,Christian,"6, Blue Spring",0,0,0,Christian
6,Blue Spring,Pamela,Stevens,55,Partner,Single,F,"Producer, television/film/video",None,Christian,"6, Blue Spring",0,0,0,Christian
7,Blue Spring,Marian,Barry,70,Head,Single,F,Unemployed,None,Methodist,"7, Blue Spring",0,1,0,Christian
7,Blue Spring,Raymond,Barry,27,Son,Single,M,Sub,None,Methodist,"7, Blue Spring",0,0,0,Christian
7,Blue Spring,Mohammad,Barry,27,Son,Single,M,"Engineer, broadcasting (operations)",None,None,"7, Blue Spring",0,0,0,Unknown
7,Blue Spring,Lorraine,Barry,23,Daughter,Single,F,Unemployed,None,Methodist,"7, Blue Spring",0,1,0,Christian
7,Blue Spring,Nicholas,Barry,20,Son,Single,M,Comptroller,None,Methodist,"7, Blue Spring",0,0,0,Christian
7,Blue Spring,Mark,Barry,16,Son,Ineligible,M,Student,None,,"7, Blue Spring",0,0,1,Ineligible
7,Blue Spring,Brandon,Mills-Barry,12,Son,Ineligible,M,Student,None,,"7, Blue Spring",0,0,1,Ineligible
8,Blue Spring,Alice,Allen,46,Head,Divorced,F,Ceramics designer,None,Christian,"8, Blue Spring",0,0,0,Christian
8,Blue Spring,Lesley,Allen,21,Daughter,Single,F,"Engineer, drilling",None,Christian,"8, Blue Spring",0,0,0,Christian
8,Blue Spring,Alan,Allen,17,Son,Ineligible,M,Student,None,,"8, Blue Spring",0,0,1,Ineligible
8,Blue Spring,Holly,Allen,14,Daughter,Ineligible,F,Student,None,,"8, Blue Spring",0,0,1,Ineligible
8,Blue Spring,Abigail,Allen,12,Daughter,Ineligible,F,Student,None,,"8, Blue Spring",0,0,1,Ineligible
9,Blue Spring,Natalie,Johnson,69,Head,Widowed,F,Retired Maintenance engineer,None,Christian,"9, Blue Spring",1,0,0,Christian
10,Blue Spring,Hugh,Metcalfe,34,Head,Married,M,Location manager,None,Catholic,"10, Blue Spring",0,0,0,Christian
10,Blue Spring,Sheila,Metcalfe,32,Wife,Married,F,Data scientist,None,Catholic,"10, Blue Spring",0,0,0,Christian
10,Blue Spring,Sylvia,Metcalfe,3,Daughter,Ineligible,F,Child,None,,"10, Blue Spring",0,0,0,Ineligible
10,Blue Spring,Raymond,Metcalfe,3,Son,Ineligible,M,Child,None,,"10, Blue Spring",0,0,0,Ineligible
10,Blue Spring,Stewart,Metcalfe,3,Son,Ineligible,M,Child,None,,"10, Blue Spring",0,0,0,Ineligible
11,Blue Spring,Danielle,Howarth,38,Head,Married,F,Clinical cytogeneticist,None,Catholic,"11, Blue Spring",0,0,0,Christian
11,Blue Spring,Denis,Howarth,38,Husband,Married,M,"Programmer, systems",None,None,"11, Blue Spring",0,0,0,Unknown
11,Blue Spring,Stephen,Howarth,4,Son,Ineligible,M,Child,None,,"11, Blue Spring",0,0,0,Ineligible
11,Blue Spring,Joel,Howarth,4,Son,Ineligible,M,Child,None,,"11, Blue Spring",0,0,0,Ineligible
11,Blue Spring,Carolyn,Howarth,1,Daughter,Ineligible,F,Child,Physical Disability,,"11, Blue Spring",0,0,0,Ineligible
12,Blue Spring,Stewart,O'Neill,59,Head,Divorced,M,Osteopath,None,Christian,"12, Blue Spring",0,0,0,Christian
13,Blue Spring,Richard,Thorpe,41,Head,Single,M,Chiropractor,None,Christian,"13, Blue Spring",0,0,0,Christian
13,Blue Spring,Jamie,Watts,32,None,Single,M,Haematologist,None,Methodist,"13, Blue Spring",0,0,0,Christian
13,Blue Spring,Harry,White,51,None,Single,M,Lawyer,Physical Disability,Christian,"13, Blue Spring",0,0,0,Christian
13,Blue Spring,Kenneth,Baker,58,None,Single,M,"Optician, dispensing",None,Christian,"13, Blue Spring",0,0,0,Christian
13,Blue Spring,Kelly,Bates,27,None,Single,F,Actuary,None,Methodist,"13, Blue Spring",0,0,0,Christian
14,Blue Spring,Christine,Jones,61,Head,Married,F,Retail banker,None,Methodist,"14, Blue Spring",0,0,0,Christian
14,Blue Spring,Gareth,Jones,63,Husband,Married,M,Museum/gallery conservator,None,None,"14, Blue Spring",0,0,0,Unknown
14,Blue Spring,Julia,Jones,28,Daughter,Single,F,Landscape architect,None,Methodist,"14, Blue Spring",0,0,0,Christian
14,Blue Spring,Jacqueline,Jones,26,Daughter,Single,F,Theatre manager,None,Methodist,"14, Blue Spring",0,0,0,Christian
14,Blue Spring,Joan,Jones,22,Daughter,Divorced,F,University Student,None,Methodist,"14, Blue Spring",0,0,1,Christian
15,Blue Spring,Emma,Gibson,51,Head,Divorced,F,"Teacher, secondary school",None,Christian,"15, Blue Spring",0,0,0,Christian
15,Blue Spring,Hilary,Gibson,17,Daughter,Ineligible,F,Student,None,,"15, Blue Spring",0,0,1,Ineligible
15,Blue Spring,Shannon,Gibson,14,Daughter,Ineligible,F,Student,None,,"15, Blue Spring",0,0,1,Ineligible
15,Blue Spring,Michelle,Gibson,12,Daughter,Ineligible,F,Student,None,,"15, Blue Spring",0,0,1,Ineligible
15,Blue Spring,Judith,Gibson,8,Adopted Daughter,Ineligible,F,Student,None,,"15, Blue Spring",0,0,1,Ineligible
1,Stirling View,Paige,Parry,46,Head,Married,F,Sport and exercise psychologist,None,Christian,"1, Stirling View",0,0,0,Christian
1,Stirling View,Mohamed,Parry,45,Husband,Married,M,Biomedical engineer,None,None,"1, Stirling View",0,0,0,Unknown
2,Stirling View,Annette,Chan,77,Head,Single,F,Retired Museum/gallery exhibitions officer,None,Christian,"2, Stirling View",1,0,0,Christian
2,Stirling View,Edward,Chan,44,Son,Single,M,Photographer,Undisclosed,Christian,"2, Stirling View",0,0,0,Christian
3,Stirling View,Craig,Day,89,Head,Widowed,M,Unemployed,None,Christian,"3, Stirling View",0,1,0,Christian
4,Stirling View,Frances,Allan,63,Head,Single,F,Musician,None,Christian,"4, Stirling View",0,0,0,Christian
4,Stirling View,James,Akhtar,42,None,Single,M,Dramatherapist,None,None,"4, Stirling View",0,0,0,Unknown
5,Stirling View,Shaun,Hall,36,Head,Single,M,Unemployed,None,None,"5, Stirling View",0,1,0,Unknown
6,Stirling View,Jason,Harrison,63,Head,Divorced,M,"Research officer, trade union",None,Christian,"6, Stirling View",0,0,0,Christian
7,Stirling View,Kelly,Watson,70,Head,Divorced,F,Retired Bookseller,None,Catholic,"7, Stirling View",1,0,0,Christian
8,Stirling View,Eleanor,Brown,85,Head,Widowed,F,Retired Waste management officer,None,None,"8, Stirling View",1,0,0,Unknown
9,Stirling View,Roy,Johnson,42,Head,Married,M,Fashion designer,None,Methodist,"9, Stirling View",0,0,0,Christian
9,Stirling View,Kayleigh,Johnson,44,Wife,Married,F,Garment/textile technologist,None,Methodist,"9, Stirling View",0,0,0,Christian
10,Stirling View,Holly,Griffiths,35,Head,Single,F,Housing manager/officer,None,Christian,"10, Stirling View",0,0,0,Christian
11,Stirling View,Bethan,Humphreys,61,Head,Married,F,Barista,None,None,"11, Stirling View",0,0,0,Unknown
11,Stirling View,Nicholas,Humphreys,61,Husband,Married,M,Radio producer,None,None,"11, Stirling View",0,0,0,Unknown
12,Stirling View,James,Hewitt,26,Head,Single,M,"Designer, multimedia",None,None,"12, Stirling View",0,0,0,Unknown
13,Stirling View,Rita,Duffy,38,Head,Divorced,F,Unemployed,None,Catholic,"13, Stirling View",0,1,0,Christian
13,Stirling View,Charlotte,Duffy,7,Daughter,Ineligible,F,Student,None,,"13, Stirling View",0,0,1,Ineligible
14,Stirling View,Anne,Price,42,Head,Single,F,"Designer, multimedia",None,None,"14, Stirling View",0,0,0,Unknown
15,Stirling View,Ashley,Lee,58,Head,Single,M,Unemployed,None,Christian,"15, Stirling View",0,1,0,Christian
1,Smith Street,Bethan,Lewis,24,Head,Married,F,Broadcast journalist,None,Catholic,"1, Smith Street",0,0,0,Christian
1,Smith Street,Daniel,Lewis,23,Husband,Married,M,Dentist,None,None,"1, Smith Street",0,0,0,Unknown
1,Smith Street,Aaron,Lewis,4,Son,Ineligible,M,Child,None,,"1, Smith Street",0,0,0,Ineligible
2,Smith Street,Frederick,Harvey,73,Head,Married,M,Retired Museum/gallery exhibitions officer,None,Muslim,"2, Smith Street",1,0,0,Muslim
2,Smith Street,Marie,Harvey,74,Wife,Married,F,Retired Dentist,None,None,"2, Smith Street",1,0,0,Unknown
3,Smith Street,Alison,Mills,44,Head,Divorced,F,"Engineer, technical sales",None,Catholic,"3, Smith Street",0,0,0,Christian
3,Smith Street,Lynne,Mills,10,Daughter,Ineligible,F,Student,None,,"3, Smith Street",0,0,1,Ineligible
3,Smith Street,Karl,Mills,7,Son,Ineligible,M,Student,None,,"3, Smith Street",0,0,1,Ineligible
4,Smith Street,Hazel,Smith,64,Head,Married,F,Psychiatric nurse,None,Christian,"4, Smith Street",0,0,0,Christian
4,Smith Street,Lawrence,Smith,67,Husband,Married,M,"Development worker, community",None,None,"4, Smith Street",0,0,0,Unknown
4,Smith Street,Terence,Smith,0,Grandson,Ineligible,M,Child,None,,"4, Smith Street",0,0,0,Ineligible
4,Smith Street,Nicole,Begum,62,Lodger,Single,F,Dance movement psychotherapist,None,Christian,"4, Smith Street",0,0,0,Christian
4,Smith Street,Thomas,Murray,40,Lodger,Divorced,M,Recycling officer,None,Christian,"4, Smith Street",0,0,0,Christian
5,Smith Street,Stacey,Stewart,59,Head,Divorced,F,Animator,None,Catholic,"5, Smith Street",0,0,0,Christian
5,Smith Street,Maria,Stewart,19,Daughter,Divorced,F,University Student,None,None,"5, Smith Street",0,0,1,Unknown
5,Smith Street,Howard,Stewart,13,Son,Ineligible,M,Student,None,,"5, Smith Street",0,0,1,Ineligible
5,Smith Street,Charlie,Stewart,9,Son,Ineligible,M,Student,None,,"5, Smith Street",0,0,1,Ineligible
6,Smith Street,Valerie,Lawson,77,Head,Widowed,F,Retired Optometrist,None,Methodist,"6, Smith Street",1,0,0,Christian
6,Smith Street,Pamela,Lawson,42,Daughter,Single,F,Web designer,None,Methodist,"6, Smith Street",0,0,0,Christian
6,Smith Street,Danny,Lawson,42,Son,Single,M,Clinical embryologist,None,Methodist,"6, Smith Street",0,0,0,Christian
7,Smith Street,Katy,Moore,61,Head,Married,F,Sports administrator,None,Christian,"7, Smith Street",0,0,0,Christian
7,Smith Street,Leigh,Moore,63,Husband,Married,M,"Research officer, government",None,Christian,"7, Smith Street",0,0,0,Christian
7,Smith Street,Dean,Moore,39,Son,Single,M,Town planner,None,Christian,"7, Smith Street",0,0,0,Christian
8,Smith Street,Pauline,Goodwin,54,Head,Married,F,Early years teacher,None,Methodist,"8, Smith Street",0,0,0,Christian
8,Smith Street,Daniel,Goodwin,56,Husband,Married,M,"Psychologist, educational",None,Methodist,"8, Smith Street",0,0,0,Christian
8,Smith Street,Paula,Goodwin,14,Daughter,Ineligible,F,Student,None,,"8, Smith Street",0,0,1,Ineligible
9,Smith Street,Sandra,Wilson,57,Head,Married,F,Engineering geologist,None,None,"9, Smith Street",0,0,0,Unknown
9,Smith Street,Geoffrey,Wilson,61,Husband,Married,M,Unemployed,None,None,"9, Smith Street",0,1,0,Unknown
9,Smith Street,Jodie,Wilson,24,Daughter,Single,F,Cartographer,None,None,"9, Smith Street",0,0,0,Unknown
9,Smith Street,Beverley,Wilson,21,Daughter,Single,F,University Student,None,None,"9, Smith Street",0,0,1,Unknown
9,Smith Street,Ann,Wilson,12,Daughter,Ineligible,F,Student,None,,"9, Smith Street",0,0,1,Ineligible
10,Smith Street,Hayley,Watson,55,Head,Married,F,Commercial/residential surveyor,None,Catholic,"10, Smith Street",0,0,0,Christian
10,Smith Street,Robin,Watson,58,Husband,Married,M,"Therapist, art",None,Catholic,"10, Smith Street",0,0,0,Christian
10,Smith Street,Ricky,Watson,17,Son,Ineligible,M,Student,None,,"10, Smith Street",0,0,1,Ineligible
11,Smith Street,Mary,Jordan,47,Head,Divorced,F,Unemployed,None,None,"11, Smith Street",0,1,0,Unknown
11,Smith Street,Keith,Jordan,10,Son,Ineligible,M,Student,None,,"11, Smith Street",0,0,1,Ineligible
11,Smith Street,Louis,Jordan,10,Son,Ineligible,M,Student,None,,"11, Smith Street",0,0,1,Ineligible
12,Smith Street,Elliott,Smith,26,Head,Single,M,Press sub,None,None,"12, Smith Street",0,0,0,Unknown
13,Smith Street,Reece,Brennan,71,Head,Married,M,Retired Catering manager,None,Christian,"13, Smith Street",1,0,0,Christian
